title,description,owner,platform,catalog_path,location,table_type,data_source_format,column_name,column_type,column_description,ordinal_position
contracts_platform_contracts,null,aws-root@g4educacao.com,Databricks,production.bronze.contracts_platform_contracts,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,properties,STRING,Dicionário com informações gerais.,9
contracts_platform_contracts,null,aws-root@g4educacao.com,Databricks,production.bronze.contracts_platform_contracts,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,request_signer,STRING,Assinante da request.,10
contracts_platform_contracts,null,aws-root@g4educacao.com,Databricks,production.bronze.contracts_platform_contracts,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,signer_key,STRING,Chave do assinante.,11
contracts_platform_contracts,null,aws-root@g4educacao.com,Databricks,production.bronze.contracts_platform_contracts,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,document_key,STRING,Chave do documento.,12
contracts_platform_contracts,null,aws-root@g4educacao.com,Databricks,production.bronze.contracts_platform_contracts,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,contractor_signature_url,STRING,URL da assinatura do contratante.,13
contracts_platform_contracts,null,aws-root@g4educacao.com,Databricks,production.bronze.contracts_platform_contracts,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,contractor_signature_key,STRING,Chave da assinatura do contratante.,14
contracts_platform_contracts,null,aws-root@g4educacao.com,Databricks,production.bronze.contracts_platform_contracts,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,contractee_signature_key,STRING,Chave da assinatura do contractee.,15
contracts_platform_contracts,null,aws-root@g4educacao.com,Databricks,production.bronze.contracts_platform_contracts,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,click_up_task_id,STRING,ID da task do ClickUp.,16
contracts_platform_contracts,null,aws-root@g4educacao.com,Databricks,production.bronze.contracts_platform_contracts,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,deadline,STRING,Deadline.,17
contracts_platform_contracts,null,aws-root@g4educacao.com,Databricks,production.bronze.contracts_platform_contracts,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,contractor_notified,STRING,Indica se o contratante foi notificado.,18
contracts_platform_contracts,null,aws-root@g4educacao.com,Databricks,production.bronze.contracts_platform_contracts,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,business_unit_id,STRING,ID da BU.,19
contracts_platform_contracts,null,aws-root@g4educacao.com,Databricks,production.bronze.contracts_platform_contracts,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,template_id,STRING,ID do template.,20
contracts_platform_contracts,null,aws-root@g4educacao.com,Databricks,production.bronze.contracts_platform_contracts,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,contractee_signed,STRING,Indica se o contractee assinou.,21
contracts_platform_contracts,null,aws-root@g4educacao.com,Databricks,production.bronze.contracts_platform_contracts,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,first_witness_key,STRING,Chave da primeira testemunha.,22
contracts_platform_contracts,null,aws-root@g4educacao.com,Databricks,production.bronze.contracts_platform_contracts,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,second_witness_key,STRING,Chave da segunda testemunha.,23
contracts_platform_contracts,null,aws-root@g4educacao.com,Databricks,production.bronze.contracts_platform_contracts,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,first_witness_signature_key,STRING,Chave da assinatura da primeira testemunha.,24
contracts_platform_contracts,null,aws-root@g4educacao.com,Databricks,production.bronze.contracts_platform_contracts,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,second_witness_signature_key,STRING,Chave da assinatura da segunda testemunha.,25
contracts_platform_contracts,null,aws-root@g4educacao.com,Databricks,production.bronze.contracts_platform_contracts,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,signed_at,STRING,Timestamp do momento da assinatura.,26
contracts_platform_contracts,null,aws-root@g4educacao.com,Databricks,production.bronze.contracts_platform_contracts,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,_g4_ingestion_datetime,TIMESTAMP,Data e hora em que o dado foi ingerido da fonte,27
contracts_platform_contracts,null,aws-root@g4educacao.com,Databricks,production.bronze.contracts_platform_contracts,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,_g4_loaded_datetime,TIMESTAMP,Data e hora em que o dado foi carregado na tabela,28
contracts_platform_contracts,null,aws-root@g4educacao.com,Databricks,production.bronze.contracts_platform_contracts,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,_g4_source_type,STRING,Indica se o dado veio de origem streaming ou batch,29
gestaoeventos_grupo_eventos_execucao,null,aws-root@g4educacao.com,Databricks,production.bronze.gestaoeventos_grupo_eventos_execucao,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,grupo_execucao_id,STRING,Identificador único do grupo de execução de eventos,0
gestaoeventos_grupo_eventos_execucao,null,aws-root@g4educacao.com,Databricks,production.bronze.gestaoeventos_grupo_eventos_execucao,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,nome_evento,STRING,Nome do evento,1
gestaoeventos_grupo_eventos_execucao,null,aws-root@g4educacao.com,Databricks,production.bronze.gestaoeventos_grupo_eventos_execucao,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,created_by,STRING,ID do usuário que criou o grupo de evento,2
gestaoeventos_grupo_eventos_execucao,null,aws-root@g4educacao.com,Databricks,production.bronze.gestaoeventos_grupo_eventos_execucao,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,created_date,STRING,Data de criação do grupo de evento,3
gestaoeventos_grupo_eventos_execucao,null,aws-root@g4educacao.com,Databricks,production.bronze.gestaoeventos_grupo_eventos_execucao,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,updated_at,STRING,Data da última modificação do grupo de evento,4
gestaoeventos_grupo_eventos_execucao,null,aws-root@g4educacao.com,Databricks,production.bronze.gestaoeventos_grupo_eventos_execucao,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,value,STRING,Valor de referencia do grupo de evento,5
gestaoeventos_grupo_eventos_execucao,null,aws-root@g4educacao.com,Databricks,production.bronze.gestaoeventos_grupo_eventos_execucao,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,status_accounts,STRING,Status da conta associada,6
gestaoeventos_grupo_eventos_execucao,null,aws-root@g4educacao.com,Databricks,production.bronze.gestaoeventos_grupo_eventos_execucao,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,alunos_alocados,STRING,Total de alunos alocados,7
gestaoeventos_grupo_eventos_execucao,null,aws-root@g4educacao.com,Databricks,production.bronze.gestaoeventos_grupo_eventos_execucao,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,redisparo_de_nps,STRING,Indica se o NPS foi redisparado,8
gestaoeventos_grupo_eventos_execucao,null,aws-root@g4educacao.com,Databricks,production.bronze.gestaoeventos_grupo_eventos_execucao,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,grupo_evento_modelo,STRING,ID do modelo do grupo de evento associado,9
gestaoeventos_grupo_eventos_execucao,null,aws-root@g4educacao.com,Databricks,production.bronze.gestaoeventos_grupo_eventos_execucao,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,tipo_grupo_evento,STRING,Categoria ou tipo do grupo de evento,10
gestaoeventos_grupo_eventos_execucao,null,aws-root@g4educacao.com,Databricks,production.bronze.gestaoeventos_grupo_eventos_execucao,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,responsaveis_evento,STRING,Lista do responsaveis pelo evento,11
gestaoeventos_grupo_eventos_execucao,null,aws-root@g4educacao.com,Databricks,production.bronze.gestaoeventos_grupo_eventos_execucao,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,ativo,STRING,Indica se o grupo de evento está ativo,12
gestaoeventos_grupo_eventos_execucao,null,aws-root@g4educacao.com,Databricks,production.bronze.gestaoeventos_grupo_eventos_execucao,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,status,STRING,Status atual do grupo de evento,13
gestaoeventos_grupo_eventos_execucao,null,aws-root@g4educacao.com,Databricks,production.bronze.gestaoeventos_grupo_eventos_execucao,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,codigo_legivel,STRING,Descrição do código,14
gestaoeventos_grupo_eventos_execucao,null,aws-root@g4educacao.com,Databricks,production.bronze.gestaoeventos_grupo_eventos_execucao,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,area,STRING,"Área responsável pelo evento (ex: Facilities, Imersões)",15
gestaoeventos_grupo_eventos_execucao,null,aws-root@g4educacao.com,Databricks,production.bronze.gestaoeventos_grupo_eventos_execucao,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,edicao_evento,STRING,Número da edição do evento,16
gestaoeventos_grupo_eventos_execucao,null,aws-root@g4educacao.com,Databricks,production.bronze.gestaoeventos_grupo_eventos_execucao,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,produto_codigo_accounts,STRING,ID do produto relacionado ao accounts,17
gestaoeventos_grupo_eventos_execucao,null,aws-root@g4educacao.com,Databricks,production.bronze.gestaoeventos_grupo_eventos_execucao,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,_g4_ingestion_datetime,TIMESTAMP,Data e hora em que o dado foi ingerido da fonte,18
gestaoeventos_grupo_eventos_execucao,null,aws-root@g4educacao.com,Databricks,production.bronze.gestaoeventos_grupo_eventos_execucao,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,_g4_loaded_datetime,TIMESTAMP,Data e hora em que o dado foi carregado na tabela,19
gestaoeventos_grupo_eventos_execucao,null,aws-root@g4educacao.com,Databricks,production.bronze.gestaoeventos_grupo_eventos_execucao,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,_g4_source_type,STRING,Indica se o dado veio de origem streaming ou batch,20
hubspot_companies,null,aws-root@g4educacao.com,Databricks,production.bronze.hubspot_companies,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,company_id,STRING,ID único da empresa no Hubspot,0
hubspot_companies,null,aws-root@g4educacao.com,Databricks,production.bronze.hubspot_companies,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,created_at,STRING,Data e hora da criação da empresa,1
hubspot_companies,null,aws-root@g4educacao.com,Databricks,production.bronze.hubspot_companies,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,updated_at,STRING,Data e hora da última modificação da empresa,2
hubspot_companies,null,aws-root@g4educacao.com,Databricks,production.bronze.hubspot_companies,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,nome,STRING,Nome da empresa,3
hubspot_companies,null,aws-root@g4educacao.com,Databricks,production.bronze.hubspot_companies,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,cnpj,STRING,CNPJ da empresa,4
hubspot_companies,null,aws-root@g4educacao.com,Databricks,production.bronze.hubspot_companies,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,website,STRING,Site da empresa,5
hubspot_companies,null,aws-root@g4educacao.com,Databricks,production.bronze.hubspot_companies,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,faixa_de_faturamento,STRING,Faixa de faturamento da empresa,6
hubspot_companies,null,aws-root@g4educacao.com,Databricks,production.bronze.hubspot_companies,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,faixa_de_funcionarios,STRING,Faixa de funcionarios da empresa,7
hubspot_companies,null,aws-root@g4educacao.com,Databricks,production.bronze.hubspot_companies,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,archived,STRING,Indica se o objeto foi arquivado,8
hubspot_companies,null,aws-root@g4educacao.com,Databricks,production.bronze.hubspot_companies,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,_g4_ingestion_datetime,TIMESTAMP,Data e hora em que o dado foi ingerido da fonte,9
hubspot_companies,null,aws-root@g4educacao.com,Databricks,production.bronze.hubspot_companies,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,_g4_loaded_datetime,TIMESTAMP,Data e hora em que o dado foi carregado na tabela,10
hubspot_companies,null,aws-root@g4educacao.com,Databricks,production.bronze.hubspot_companies,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,_g4_source_type,STRING,Indica se o dado veio de origem streaming ou batch,11
journey_emails_cadastrados,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_emails_cadastrados,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,cadastrados_id,STRING,ID do email cadastrado,0
journey_emails_cadastrados,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_emails_cadastrados,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,publish_time,STRING,Data e hora de publicação,1
journey_emails_cadastrados,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_emails_cadastrados,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,updated_at,STRING,Data de atualização,2
journey_emails_cadastrados,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_emails_cadastrados,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,created_at,STRING,Data de criação,3
journey_emails_cadastrados,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_emails_cadastrados,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,created_by,STRING,Usuário que criou,4
journey_emails_cadastrados,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_emails_cadastrados,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,email,STRING,Email cadastrado,5
journey_emails_cadastrados,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_emails_cadastrados,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,cohort,STRING,Cohort associado,6
journey_emails_cadastrados,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_emails_cadastrados,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,deal_id,STRING,ID da negociação,7
journey_emails_cadastrados,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_emails_cadastrados,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,_g4_ingestion_datetime,TIMESTAMP,Data e hora em que o dado foi ingerido da fonte,8
journey_emails_cadastrados,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_emails_cadastrados,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,_g4_loaded_datetime,TIMESTAMP,Data e hora em que o dado foi carregado na tabela,9
journey_emails_cadastrados,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_emails_cadastrados,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,_g4_source_type,STRING,Indica se o dado veio de origem streaming ou batch,10
journey_mentorias,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_mentorias,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,mentorias_id,STRING,ID da mentoria,0
journey_mentorias,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_mentorias,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,publish_time,STRING,Data e hora de publicação,1
journey_mentorias,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_mentorias,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,updated_at,STRING,Data de atualização,2
journey_mentorias,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_mentorias,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,created_at,STRING,Data de criação,3
journey_mentorias,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_mentorias,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,created_by,STRING,Usuário que criou,4
journey_mentorias,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_mentorias,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,nome,STRING,Nome da mentoria,5
journey_mentorias,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_mentorias,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,trimestre,STRING,Trimestre associado,6
journey_mentorias,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_mentorias,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,user,STRING,Usuário participante,7
journey_mentorias,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_mentorias,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,status,STRING,Status da mentoria,8
journey_mentorias,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_mentorias,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,entregavel,STRING,Entregável associado,9
journey_mentorias,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_mentorias,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,horario,STRING,Horário da mentoria,10
journey_mentorias,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_mentorias,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,link,STRING,Link da mentoria,11
journey_mentorias,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_mentorias,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,mentor,STRING,Nome do mentor,12
journey_mentorias,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_mentorias,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,resposta_1,STRING,Resposta 1,13
journey_mentorias,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_mentorias,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,resposta_2,STRING,Resposta 2,14
journey_mentorias,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_mentorias,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,resposta_3,STRING,Resposta 3,15
journey_mentorias,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_mentorias,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,resposta_4,STRING,Resposta 4,16
journey_mentorias,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_mentorias,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,resposta_5,STRING,Resposta 5,17
journey_mentorias,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_mentorias,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,_g4_ingestion_datetime,TIMESTAMP,Data e hora em que o dado foi ingerido da fonte,18
journey_mentorias,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_mentorias,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,_g4_loaded_datetime,TIMESTAMP,Data e hora em que o dado foi carregado na tabela,19
journey_mentorias,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_mentorias,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,_g4_source_type,STRING,Indica se o dado veio de origem streaming ou batch,20
journey_plano_de_acao_5w2h,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_plano_de_acao_5w2h,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,h_id,STRING,ID do plano de ação 5W2H,0
journey_plano_de_acao_5w2h,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_plano_de_acao_5w2h,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,publish_time,STRING,Data e hora de publicação,1
journey_plano_de_acao_5w2h,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_plano_de_acao_5w2h,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,updated_at,STRING,Data de atualização,2
journey_plano_de_acao_5w2h,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_plano_de_acao_5w2h,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,created_at,STRING,Data de criação,3
journey_plano_de_acao_5w2h,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_plano_de_acao_5w2h,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,created_by,STRING,Usuário que criou,4
journey_plano_de_acao_5w2h,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_plano_de_acao_5w2h,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,como,STRING,Como será feito,5
journey_plano_de_acao_5w2h,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_plano_de_acao_5w2h,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,data_quando_sera_feito,STRING,Data prevista para execução,6
journey_plano_de_acao_5w2h,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_plano_de_acao_5w2h,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,data_teste,STRING,Data de teste,7
journey_plano_de_acao_5w2h,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_plano_de_acao_5w2h,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,entregavel,STRING,Entregável associado,8
journey_plano_de_acao_5w2h,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_plano_de_acao_5w2h,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,feito,STRING,Indicador se feito,9
journey_plano_de_acao_5w2h,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_plano_de_acao_5w2h,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,o_que,STRING,O que será feito,10
journey_plano_de_acao_5w2h,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_plano_de_acao_5w2h,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,onde,STRING,Onde será feito,11
journey_plano_de_acao_5w2h,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_plano_de_acao_5w2h,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,por_que,STRING,Por que será feito,12
journey_plano_de_acao_5w2h,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_plano_de_acao_5w2h,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,quanto,STRING,Quanto será feito,13
journey_plano_de_acao_5w2h,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_plano_de_acao_5w2h,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,responsavel,STRING,Responsável pelo plano,14
journey_plano_de_acao_5w2h,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_plano_de_acao_5w2h,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,status,STRING,Status do plano,15
journey_plano_de_acao_5w2h,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_plano_de_acao_5w2h,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,usuario,STRING,Usuário associado,16
journey_plano_de_acao_5w2h,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_plano_de_acao_5w2h,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,_g4_ingestion_datetime,TIMESTAMP,Data e hora em que o dado foi ingerido da fonte,17
journey_plano_de_acao_5w2h,null,aws-root@g4educacao.com,Databricks,production.bronze.journey_plano_de_acao_5w2h,null,STREAMING_TABLE,UNKNOWN_DATA_SOURCE_FORMAT,_g4_loaded_datetime,TIMESTAMP,Data e hora em que o dado foi carregado na tabela,18
